-0.022515118,0.0,-0.0,0.0
-0.011305181,0.0,-0.0,0.0
-0.0027144928,0.0,-0.0,0.063
0.0033311697,0.0,-0.0,0.072
0.006906029,0.0,-0.0,0.022
0.008084307,0.0,-0.0,0.022
0.006940227,0.0,-0.0,0.058
0.003548011,0.0,-0.0,0.009
-0.0020181183,0.0,-0.0,0.036
-0.009683939,0.0,-0.0,0.058
-0.019375227,0.0,-0.0,0.031
-0.031017762,0.0,-0.0,0.045
-0.044537317,0.0,-0.0,0.072
-0.059859674,0.0,-0.0,0.067
-0.076910615,0.0,-0.0,0.072
-0.0956159,0.0,-0.0,0.094
-0.11590133,-0.0,-0.0,0.098
-0.13769266,-0.0,-0.0,0.107
-0.16091569,-0.0,-0.0,0.107
-0.18549618,-0.0,-0.0,0.125
-0.2113599,-0.0,-0.0,0.125
-0.23843266,-0.0,-0.0,0.139
-0.26664022,-0.0,-0.0,0.125
-0.29590833,-0.0,-0.0,0.152
-0.32616282,-0.0,-0.0,0.148
-0.35732943,-0.0,-0.0,0.148
-0.38840503,-0.0,-0.0,0.134
-0.4201909,-0.0,-0.0,0.165
-0.45270264,-0.0,-0.0,0.156
-0.48593318,-0.0,-0.0,0.139
-0.5193753,-0.0,-0.0,0.156
-0.55319023,-0.0,-0.0,0.179
-0.58751076,-0.0,-0.0,0.143
-0.6221846,-0.0,-0.0,0.125
-0.65716815,-0.0,-0.0,0.188
-0.69212025,-0.0,-0.0,0.156
-0.72712207,-0.0,-0.0,0.116
-0.7622164,-0.0,-0.0,0.197
-0.7974345,-0.0,-0.0,0.152
-0.8327396,-0.0,-0.0,0.103
-0.8681673,-0.0,-0.0,0.192
-0.903763,-0.0,-0.0,0.156
-0.93935865,-0.0,-0.0,0.103
-0.97520685,-0.0,-0.0,0.206
-1.0112517,-0.0,-0.0,0.152
-1.0474899,-0.0,-0.0,0.103
-1.0840366,-0.0,-0.0,0.17
-1.1209706,-0.0,-0.0,0.116
-1.1580968,-0.0,-0.0,0.174
-1.1956501,-0.0,-0.0,0.156
-1.2334826,-0.0,-0.0,0.134
-1.2715788,-0.0,-0.0,0.174
-1.3101549,-0.0,-0.0,0.192
-1.3490007,-0.0,-0.0,0.165
-1.3882008,-0.0,-0.0,0.17
-1.4279449,-0.0,-0.0,0.201
-1.4682417,-0.0,-0.0,0.206
-1.50886,-0.0,-0.0,0.174
-1.5501225,-0.0,-0.0,0.192
-1.5917898,-0.0,-0.0,0.232
-1.6341541,-0.0,-0.0,0.188
-1.6770852,-0.0,-0.0,0.17
-1.7205058,-0.0,-0.0,0.259
-1.7647741,-0.0,-0.0,0.197
-1.8099036,-0.0,-0.0,0.179
-1.8555449,-0.0,-0.0,0.232
-1.9016924,-0.0,-0.0,0.192
-1.9483404,-0.0,-0.0,0.197
-1.9954832,-0.0,-0.0,0.219
-2.0431151,-0.0,-0.0,0.206
-2.0912304,-0.0,-0.0,0.206
-2.1398237,-0.0,-0.0,0.206
-2.1888893,-0.0,-0.0,0.215
-2.2384212,-0.0,-0.0,0.219
-2.288414,-0.0,-0.0,0.215
-2.3388622,-0.0,-0.0,0.224
-2.3897598,-0.0,-0.0,0.224
-2.441101,-0.0,-0.0,0.237
-2.4928808,-0.0,-0.0,0.228
-2.5450933,-0.0,-0.0,0.241
-2.5977325,-0.0,-0.0,0.228
-2.650793,-0.0,-0.0,0.25
-2.7042692,-0.0,-0.0,0.228
-2.758155,-0.0,-0.0,0.255
-2.8124456,-0.0,-0.0,0.224
-2.8671346,-0.0,-0.0,0.264
-2.9222164,-0.0,-0.0,0.232
-2.9776857,-0.0,-0.0,0.232
-3.0335367,-0.0,-0.0,0.241
